"molecule_ChemBL_ID	canonical_Smiles	MW	LogP	pIC50"
"CHEMBL453624	N#Cc1ccc(SCC2CCC2)cc1C(F)(F)F	271.31	4.47	7.2"
"CHEMBL491	CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	292.21	2.32	7.17"
"CHEMBL501627	N#Cc1ccc(C2CCCCC2O)cc1C(F)(F)F	269.27	3.6	7.58"
"CHEMBL235379	Cc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1	261.25	4.55	6.84"
"CHEMBL2159548	O=[N+]([O-])c1ccc(C2=NOC3CCCCCCC23)c(C(F)(F)F)c1	342.32	4.69	6.13"
"CHEMBL4783581	C[C@](O)(Cn1cc(F)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	356.28	2.3	6.7"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.52"
"CHEMBL4746345	C[C@](O)(Cn1cc(Br)c(F)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	435.18	3.06	7.08"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.79"
"CHEMBL255157	O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1	311.26	2.37	4.94"
"CHEMBL271924	O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc(Cl)c([N+](=O)[O-])c1	322.7	1.92	5.94"
"CHEMBL2011369	CCn1c(=O)n(-c2ccc(C#N)c(C(F)(F)F)c2)c2ccccc21	331.3	3.7	6.53"
"CHEMBL2386397	CN(C)c1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1	281.31	3.23	6.07"
"CHEMBL443579	COc1cccc(-c2ccc(C#N)c(C(F)(F)F)c2)c1	277.25	4.25	6.02"
"CHEMBL367364	O=C1[C@@H]2C3CCC(C3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1	309.29	3.24	6.69"
"CHEMBL427721	N#Cc1ccc(N2C(=O)[C@@H]3C4CCC(O4)[C@@H]3C2=O)cc1C(F)(F)F	336.27	2.24	5.54"
"CHEMBL3238283	COC(=O)c1ccc(OC[C@](C)(O)C(=O)N2CCc3c(C#N)cccc32)cc1	380.4	2.06	6.88"
"CHEMBL63560	C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.07"
"CHEMBL4740374	C[C@](O)(Cn1ccc(F)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	356.28	2.3	6.66"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.03"
"CHEMBL182186	O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1ccc([N+](=O)[O-])cc1	284.27	1.91	6.18"
"CHEMBL178469	O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1	307.27	3.02	6.13"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.85"
"CHEMBL469982	Cc1ccc(O)c(Oc2ccc(C#N)c(C(F)(F)F)c2)c1	293.24	4.38	6.9"
"CHEMBL471644	Cc1cccc(C)c1Oc1ccc(C#N)c(C(F)(F)F)c1	291.27	4.99	6.17"
"CHEMBL5074003	N#Cc1ccc(S(=O)(=O)Nc2ccc(OCc3ccccc3)cc2)cc1	364.43	3.94	5.65"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.33"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.57"
"CHEMBL2386408	NC(=O)c1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1	281.27	2.26	5.45"
"CHEMBL403061	COc1cc(N2C(=O)[C@@H]3[C@H](C2=O)C2(C)CCC3(C)O2)ccc1-c1cnco1	368.39	2.8	7.7"
"CHEMBL403214	CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc([N+](=O)[O-])c(C(F)(F)F)c3)C(=O)[C@H]12	384.31	3.06	7.96"
"CHEMBL255776	O=C1[C@H]2C3CCC(C3)N2C(=O)N1c1cccc(C(F)(F)F)c1	310.27	3.02	6.89"
"CHEMBL5086603	CCS(=O)(=O)Nc1ccc(OCc2ccccc2)cc1	291.37	3.03	5.1"
"CHEMBL469982	Cc1ccc(O)c(Oc2ccc(C#N)c(C(F)(F)F)c2)c1	293.24	4.38	6.09"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.4"
"CHEMBL806	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	276.21	3.21	5.7"
"CHEMBL453623	N#Cc1ccc(SCC2CC2)cc1C(F)(F)F	257.28	4.08	7.46"
"CHEMBL5078718	Cc1ccc(S(=O)(=O)Nc2ccc(OCc3ccccc3)cc2)cc1	353.44	4.37	4.94"
"CHEMBL5077543	O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc(OCc3ccccc3)cc2)c1	384.41	3.97	5.8"
"CHEMBL4584527	CN(C[C@](C)(O)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c1ccc(C#N)c(-c2ccccc2)c1	478.47	4.94	7.32"
"CHEMBL471645	N#Cc1ccc(Oc2ccccc2O)cc1C(F)(F)F	279.22	4.07	7.01"
"CHEMBL469983	COc1cccc(F)c1Oc1ccc(C#N)c(C(F)(F)F)c1	311.23	4.52	6.8"
"CHEMBL464764	Cc1cccc(Oc2ccc(C#N)c(C(F)(F)F)c2)c1	277.25	4.68	6.11"
"CHEMBL465539	Cc1ccc(Oc2ccc(C#N)c(C(F)(F)F)c2)cc1	277.24	4.68	5.4"
"CHEMBL4527241	C[C@](O)(CN1CCc2c(F)cccc21)C(=O)Nc1ccc(C#N)c(Cl)c1	373.81	3.1	6.9"
"CHEMBL4442857	Cc1cn(C[C@](C)(O)C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)c2ccc(F)cc12	419.38	4.37	6.8"
"CHEMBL5074767	O=S(=O)(Nc1ccc(OCc2ccccc2)cc1)c1ccc(Br)cc1	418.31	4.83	5.81"
"CHEMBL4783581	C[C@](O)(Cn1cc(F)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	356.28	2.3	6.66"
"CHEMBL4750103	CC1(C)NC(=O)N(c2ccc(Cl)c(C(F)(F)F)c2)C1=O	306.67	3.19	5.89"
"CHEMBL4787997	CC1(C)CC(=O)N(c2ccc(F)c(C(F)(F)F)c2)C1=O	289.23	3.13	6.04"
"CHEMBL4746443	CN(C)C(=O)c1cc(N2C(=O)NC(C)(C)C2=O)ccc1F	293.3	1.36	5.04"
"CHEMBL4781708	CC1(C)NC(=O)N(c2cccc(C(F)(F)F)c2)C1=O	272.23	2.54	5.22"
"CHEMBL4747667	Cc1cnn(C[C@](C)(O)C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)c1	352.32	2.47	5.09"
"CHEMBL4776248	C[C@](O)(Cn1cc(C#N)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	363.3	2.03	7.35"
"CHEMBL4797334	C[C@](O)(Cn1cc(Br)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	417.19	2.93	6.37"
"CHEMBL4752477	Cc1cn(C[C@](C)(O)C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)nc1Cl	386.76	3.13	6.48"
"CHEMBL3262348	CC(C)(O)c1cn(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1	339.24	3.53	4.4"
"CHEMBL427678	COc1cccc(OC)c1-c1ccc(C#N)c(C(F)(F)F)c1	307.27	4.26	7.83"
"CHEMBL391549	N#Cc1ccc(-c2cccc(O)c2)cc1C(F)(F)F	263.22	3.95	6.64"
"CHEMBL4778019	C[C@](O)(Cn1ccc(-c2ccccc2)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	414.39	3.83	5.32"
"CHEMBL4758685	C[C@](O)(Cn1cc(-c2ccccc2)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	414.39	3.83	5.94"
"CHEMBL4752991	C[C@](O)(Cn1cc(Cl)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	372.73	2.82	6.87"
"CHEMBL2159543	Fc1ccc(C2=NOC3CCCCCC23)cc1C(F)(F)F	301.28	4.53	4.96"
"CHEMBL2159571	O=[N+]([O-])c1ccc(C2=NO[C@H]3CCCC[C@@H]23)c(C(F)(F)F)c1	314.26	3.91	6.58"
"CHEMBL806	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	276.21	3.21	5.38"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.05"
"CHEMBL4754074	N#Cc1ccc(N2C(=O)C3CNc4cc(Br)ccc4N3C2=S)cc1C(F)(F)F	467.27	4.27	5.01"
"CHEMBL4793158	CC1(CO)NC(=O)N(c2ccc(F)c(C(F)(F)F)c2)C1=O	306.21	1.65	5.32"
"CHEMBL4778974	CN1C(=O)N(c2ccc(F)c(C(F)(F)F)c2)C(=O)C1(C)C	304.24	3.02	5.89"
"CHEMBL2011367	CC(C)n1c(=O)n(-c2ccc(C#N)c(C(F)(F)F)c2)c2ccccc21	345.32	4.26	6.43"
"CHEMBL4750503	N#Cc1ccc(N2C(=O)C3CCc4cc(Br)ccc4N3C2=S)cc1C(F)(F)F	466.28	4.79	5.36"
"CHEMBL4777133	CC1(C)CNC(=O)N(c2ccc(F)c(C(F)(F)F)c2)C1=O	304.24	2.93	5.16"
"CHEMBL1274	CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O	317.22	2.45	6.22"
"CHEMBL4777511	CC1(C)CN(c2ccc(F)c(C(F)(F)F)c2)C(=O)N1	276.23	3.15	5.09"
"CHEMBL4755665	O=C1NC2(CCCC2)C(=O)N1c1ccc(F)c(C(F)(F)F)c1	316.25	3.21	6"
"CHEMBL4783581	C[C@](O)(Cn1cc(F)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	356.28	2.3	6.7"
"CHEMBL4779474	C[C@](O)(Cn1cccn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	338.29	2.16	5.84"
"CHEMBL4444904	C[C@](O)(Cn1ccc2cc(F)ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	405.35	4.06	7.07"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.57"
"CHEMBL1738889	C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	389.33	3.22	8.42"
"CHEMBL4527176	C[C@](O)(CN1CCc2ccc(F)cc21)C(=O)Nc1ccc(C#N)c(Cl)c1	373.81	3.1	7.43"
"CHEMBL4585987	C[C@](O)(Cn1ccc2cccc(F)c21)C(=O)Nc1ccc(C#N)c(Cl)c1	371.8	3.7	6.63"
"CHEMBL4554646	C[C@](O)(Cn1ccc2ccc([N+](=O)[O-])cc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	432.36	3.83	7.24"
"CHEMBL4446471	C[C@](O)(Cn1ccc2ccccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	387.36	3.92	7.19"
"CHEMBL4788710	N#Cc1ccc(N2C(=O)C3CSc4cc(Br)ccc4N3C2=S)cc1C(F)(F)F	484.32	4.95	4.74"
"CHEMBL4782924	C[C@@](Cn1cc(N)cn1)(OC(=O)CCl)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	429.79	2.54	6.04"
"CHEMBL4757702	C[C@](O)(Cn1cc(Cl)c(Br)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	451.63	3.58	6.86"
"CHEMBL4746345	C[C@](O)(Cn1cc(Br)c(F)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	435.18	3.06	7.08"
"CHEMBL4567476	C[C@](O)(Cn1cc(F)c2ccccc21)C(=O)Nc1ccc(C#N)c(Cl)c1	371.8	3.7	7.35"
"CHEMBL4444904	C[C@](O)(Cn1ccc2cc(F)ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	405.35	4.06	7.07"
"CHEMBL4483663	C[C@](O)(Cn1ccc2c(F)cccc21)C(=O)Nc1ccc(C#N)c(Cl)c1	371.8	3.7	6.85"
"CHEMBL4449952	C[C@](O)(CN1CCc2cc(Br)ccc21)C(=O)Nc1ccc(C#N)c(Cl)c1	434.72	3.73	6.08"
"CHEMBL4469605	C[C@](O)(CN1CCc2cc(F)c(F)cc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	425.36	3.61	7"
"CHEMBL4583465	C[C@](O)(Cn1ccc2nc(C#N)ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	413.36	3.19	6.16"
"CHEMBL4790269	CC1(C)OC(=O)N(c2ccc(F)c(C(F)(F)F)c2)C1=O	291.2	3.11	5.68"
"CHEMBL4747499	O=C1NC2(CCCCC2)C(=O)N1c1ccc(F)c(C(F)(F)F)c1	330.28	3.6	5.38"
"CHEMBL5090685	O=S(=O)(Cc1ccccc1)Nc1ccc(OCc2ccccc2)cc1	353.44	4.21	5.24"
"CHEMBL4869652	COc1cc(N2C(=O)C3(CCC3)N(c3ccc(OC4CCN(C)CC4)cc3)C2=S)cnc1C#N	477.59	3.5	6.52"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.61"
"CHEMBL4852427	C[C@](O)(CN1CCOCC1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	357.33	1.6	5.99"
"CHEMBL4869652	COc1cc(N2C(=O)C3(CCC3)N(c3ccc(OC4CCN(C)CC4)cc3)C2=S)cnc1C#N	477.59	3.5	6.67"
"CHEMBL4870613	C[C@](O)(Cn1cncc1Br)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	417.19	2.93	5.99"
"CHEMBL470204	Cc1ccccc1Oc1ccc(C#N)c(Cl)c1	243.69	4.31	7.24"
"CHEMBL5197097	N#Cc1ccc(C2=NO[C@H]3CCCC[C@@H]23)cc1C(F)(F)F	294.28	3.87	7.56"
"CHEMBL3410852	N#Cc1ccc(N2C3CCC2CC(=O)C3)cc1C(F)(F)F	294.28	3.28	7.18"
"CHEMBL5077404	O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccc(OCc2ccccc2)cc1	384.41	3.97	5.38"
"CHEMBL5085066	CN(C)S(=O)(=O)Nc1ccc(OCc2ccccc2)cc1	306.39	2.48	6.33"
"CHEMBL4875270	C[C@](O)(Cn1ccnc1)C(=O)Nc1ccc(C#N)c(Cl)c1	304.74	1.8	5.73"
"CHEMBL4776248	C[C@](O)(Cn1cc(C#N)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	363.3	2.03	7.37"
"CHEMBL4792938	C[C@@](O)(Cn1cc(F)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	356.28	2.3	6.72"
"CHEMBL4747056	N#Cc1ccc(NC(=O)CCn2cc(F)cn2)cc1C(F)(F)F	326.25	2.94	5.67"
"CHEMBL399887	N#Cc1ccc(O[C@@H]2CCCC[C@H]2C#N)cc1C(F)(F)F	294.28	4.04	7.92"
"CHEMBL5075580	CCCCS(=O)(=O)Nc1ccc(OCc2ccccc2)cc1	319.43	3.81	5.15"
"CHEMBL63560	C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.46"
"CHEMBL458084	N#Cc1ccc([C@H]2CCCC[C@H]2O)cc1C(F)(F)F	269.27	3.6	7.05"
"CHEMBL4793070	O=C1CNC(=O)N1c1ccc(F)c(C(F)(F)F)c1	262.16	1.9	6.58"
"CHEMBL4572306	CC(C)(NC(=O)Nc1ccc(F)c(C(F)(F)F)c1)C(=O)O	308.23	2.83	5.51"
"CHEMBL4786811	CC1(C)C(=O)NC(=O)N1c1ccc(F)c(C(F)(F)F)c1	290.22	2.68	5.55"
"CHEMBL4753877	C[C@](O)(Cn1cc([N+](=O)[O-])cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	383.29	2.07	7.44"
"CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	2.88	6.92"
"CHEMBL4778185	O=C1C2CCCN2C(=O)N1c1ccc(F)c(C(F)(F)F)c1	302.23	2.78	5.46"
"CHEMBL4781726	N#Cc1ccc(N2C(=O)C3CCc4ccccc4N3C2=S)cc1C(F)(F)F	387.39	4.03	5.55"
"CHEMBL5085212	O=S(=O)(Nc1ccc(OCc2ccccc2)cc1)c1ccc(Cl)cc1	373.86	4.72	5.3"
"CHEMBL1463660	CS(=O)(=O)Nc1ccc(OCc2ccccc2)cc1	277.35	2.64	5.21"
"CHEMBL4739997	C[C@](O)(Cn1cc(C#N)c(Br)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	442.19	2.8	6.74"
"CHEMBL391548	N#Cc1ccc(-c2ccccc2O)cc1C(F)(F)F	263.22	3.95	9.7"
"CHEMBL490956	Cc1ccccc1Sc1ccc(C#N)cc1Cl	259.76	4.67	7.11"
"CHEMBL4862864	C[C@](O)(Cn1cnc(C(F)(F)F)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	407.27	2.58	5.99"
